# Normative statements with no citing test: the accepted backlog.
# Regenerate: UPDATE_SPEC_COVERAGE_BASELINE=1 cargo test -p vouch-tests --test spec_coverage
# This list may only shrink -- see crates/vouch-tests/tests/spec_coverage.rs.
req_id	strength	text
rfc9110#7.6.3#e910d1c1	SHOULD	If not enabled, such an intermediary SHOULD replace each received-by host of any host behind the firewall by an appropriate pseudonym for that host.
rfc9110#7.7#014f8543	SHOULD NOT	A proxy SHOULD NOT modify header fields that provide information about the endpoints of the communication chain, the resource state, or the selected representat
rfc9110#7.7#6b369aa6	MUST NOT	A proxy MUST NOT change the host name if the target URI contains a fully qualified domain name.
rfc9110#7.7#89fc22fa	MUST NOT	A proxy MUST NOT modify the "absolute-path" and "query" parts of the received target URI when forwarding it to the next inbound server except as required by tha
rfc9110#7.7#9b50fbc2	MUST NOT	A proxy MUST NOT transform the content (Section 6.4) of a response message that contains a no-transform cache directive (Section 5.2.2.6 of [CACHING]).
rfc9110#7.8#145276ea	MUST	A server that sends a 426 (Upgrade Required) response MUST send an Upgrade header field to indicate the acceptable protocols, in order of descending preference.
rfc9110#7.8#1edb13f8	SHOULD	Although protocol names are registered with a preferred case, recipients SHOULD use case-insensitive comparison when matching each protocol-name to supported pr
rfc9110#7.8#2f895465	MUST	A sender of Upgrade MUST also send an "Upgrade" connection option in the Connection header field (Section 7.6.1) to inform intermediaries not to forward this fi
rfc9110#7.8#657800ee	MUST NOT	A server MUST NOT switch to a protocol that was not indicated by the client in the corresponding request's Upgrade header field.
rfc9110#7.8#b1a276ba	MUST	A server that receives an Upgrade header field in an HTTP/1.0 request MUST ignore that Upgrade field.
rfc9110#7.8#d70e7971	MUST NOT	A server MUST NOT switch protocols unless the received message semantics can be honored by the new protocol; an OPTIONS request can be honored by any protocol.
rfc9110#7.8#e726bb1a	MUST	A server that sends a 101 (Switching Protocols) response MUST send an Upgrade header field to indicate the new protocol(s) to which the connection is being swit
rfc9110#7.8#f849c9f3	MUST	If a server receives both an Upgrade and an Expect header field with the "100-continue" expectation (Section 10.1.1), the server MUST send a 100 (Continue) resp
rfc9110#8.3#bdebe6c3	SHOULD	A sender that generates a message containing content SHOULD generate a Content-Type header field in that message unless the intended media type of the enclosed 
rfc9110#8.3.3#a78ab22c	MUST	The message body is itself a protocol element; a sender MUST generate only CRLF to represent line breaks between body parts.
rfc9110#8.4#55b17621	MUST	If one or more encodings have been applied to a representation, the sender that applied the encodings MUST generate a Content-Encoding header field that lists t
rfc9110#8.4#7df25116	SHOULD NOT	Note that the coding named "identity" is reserved for its special role in Accept-Encoding and thus SHOULD NOT be included.
rfc9110#8.4.1.1#874a585b	SHOULD	A recipient SHOULD consider "x-compress" to be equivalent to "compress".
rfc9110#8.4.1.3#8ab3b8a0	SHOULD	A recipient SHOULD consider "x-gzip" to be equivalent to "gzip".
rfc9110#8.6#06348091	MUST NOT	A server MUST NOT send a Content-Length header field in any 2xx (Successful) response to a CONNECT request (Section 9.3.6).
rfc9110#8.6#0df1e247	SHOULD	Aside from the cases defined above, in the absence of Transfer- Encoding, an origin server SHOULD send a Content-Length header field when the content size is kn
rfc9110#8.6#38dc7c0c	SHOULD NOT	A user agent SHOULD NOT send a Content-Length header field when the request message does not contain content and the method semantics do not anticipate such dat
rfc9110#8.6#630def86	MUST NOT	As a result, a sender MUST NOT forward a message with a Content- Length header field value that is known to be incorrect.
rfc9110#8.6#67dfce22	MUST NOT	A server MUST NOT send a Content-Length header field in any response with a status code of 1xx (Informational) or 204 (No Content).
rfc9110#8.6#88b8195e	MUST NOT	A server MAY send a Content-Length header field in a 304 (Not Modified) response to a conditional GET request (Section 15.4.5); a server MUST NOT send Content-L
rfc9110#8.6#b4b24050	MUST NOT	Likewise, a sender MUST NOT forward a message with a Content-Length header field value that does not match the ABNF above, with one exception: a recipient of a 
rfc9110#8.6#bbb72932	SHOULD	A user agent SHOULD send Content-Length in a request when the method defines a meaning for enclosed content and it is not sending Transfer-Encoding.
rfc9110#8.6#ca224d6a	MUST	Since there is no predefined limit to the length of content, a recipient MUST anticipate potentially large decimal numerals and prevent parsing errors due to in
rfc9110#8.6#f45e9cca	MUST NOT	A server MAY send a Content-Length header field in a response to a HEAD request (Section 9.3.2); a server MUST NOT send Content-Length in such a response unless
rfc9110#8.7#197ff089	MUST NOT	However, an origin server MUST NOT use such context information to alter the request semantics.
rfc9110#8.7#32f7b909	MUST	An origin server that receives a Content-Location field in a request message MUST treat the information as transitory request context rather than as metadata to
rfc9110#8.8.1#03598270	SHOULD	An origin server SHOULD change a weak entity tag whenever it considers prior representations to be unacceptable as a substitute for the current representation.
rfc9110#8.8.2.1#459e1406	MUST NOT	An origin server without a clock MUST NOT generate a Last-Modified date for a response unless that date value was assigned to the resource by some other system 
rfc9110#8.8.2.1#4f660429	SHOULD	An origin server SHOULD obtain the Last-Modified value of the representation as close as possible to the time that it generates the Date field value for its res
rfc9110#8.8.2.1#55f2483a	MUST	If the last modification time is derived from implementation-specific metadata that evaluates to some time in the future, according to the origin server's clock
rfc9110#8.8.2.1#e18ce6d8	SHOULD	An origin server SHOULD send Last-Modified for any selected representation for which a last modification date can be reasonably and consistently determined, sin
rfc9110#8.8.2.1#e23c3776	MUST NOT	An origin server with a clock (as defined in Section 5.6.7) MUST NOT generate a Last-Modified date that is later than the server's time of message origination (
rfc9110#8.8.3#88498f8d	MUST	If an origin server provides an entity tag for a representation and the generation of that entity tag does not satisfy all of the characteristics of a strong va
rfc9110#8.8.3.1#410d2592	SHOULD	An origin server SHOULD send an ETag for any selected representation for which detection of changes can be reasonably and consistently determined, since the ent
rfc9110#9.1#22964ae7	MUST	All general-purpose servers MUST support the methods GET and HEAD.
rfc9110#9.1#5085f3c5	SHOULD	An origin server that receives a request method that is recognized and implemented, but not allowed for the target resource, SHOULD respond with the 405 (Method
rfc9110#9.1#7eae18d4	SHOULD	An origin server that receives a request method that is unrecognized or not implemented SHOULD respond with the 501 (Not Implemented) status code.
rfc9110#9.2.1#919fcf48	SHOULD	A user agent SHOULD distinguish between safe and unsafe methods when presenting potential actions to a user, such that the user can be made aware of an unsafe a
rfc9110#9.2.1#f102df0b	MUST	If the purpose of such a resource is to perform an unsafe action, then the resource owner MUST disable or disallow that action when it is accessed using a safe 
rfc9110#9.2.2#167cb42c	MUST NOT	A proxy MUST NOT automatically retry non-idempotent requests.
rfc9110#9.2.2#692d182f	SHOULD NOT	A client SHOULD NOT automatically retry a failed automatic retry.
rfc9110#9.2.2#975a3396	SHOULD NOT	A client SHOULD NOT automatically retry a request with a non- idempotent method unless it has some means to know that the request semantics are actually idempot
rfc9110#9.3.1#7e54f5d0	SHOULD NOT	A client SHOULD NOT generate content in a GET request unless it is made directly to an origin server that has previously indicated, in or out of band, that such
rfc9110#9.3.1#c0a32e29	SHOULD NOT	An origin server SHOULD NOT rely on private agreements to receive content, since participants in HTTP communication are often unaware of intermediaries along th
rfc9110#9.3.2#66e8d06b	SHOULD NOT	A client SHOULD NOT generate content in a HEAD request unless it is made directly to an origin server that has previously indicated, in or out of band, that suc
rfc9110#9.3.2#8fe94f69	SHOULD	The server SHOULD send the same header fields in response to a HEAD request as it would have sent if the request method had been GET.
rfc9110#9.3.2#c0a32e29	SHOULD NOT	An origin server SHOULD NOT rely on private agreements to receive content, since participants in HTTP communication are often unaware of intermediaries along th
rfc9110#9.3.2#d0338f2c	MUST NOT	The HEAD method is identical to GET except that the server MUST NOT send content in the response.
rfc9110#9.3.3#bac890fa	SHOULD	If one or more resources has been created on the origin server as a result of successfully processing a POST request, the origin server SHOULD send a 201 (Creat
rfc9110#9.3.4#6b6d81e2	SHOULD	An origin server SHOULD verify that the PUT representation is consistent with its configured constraints for the target resource.
rfc9110#9.3.4#773b3368	MUST NOT	An origin server MUST NOT send a validator field (Section 8.8), such as an ETag or Last-Modified field, in a successful response to PUT unless the request's rep
rfc9110#9.3.4#90606f4e	MUST	If the origin server will not make the requested PUT state change to the target resource and instead wishes to have it applied to a different resource, such as 
rfc9110#9.3.4#9abca425	MUST	If the target resource does have a current representation and that representation is successfully modified in accordance with the state of the enclosed represen
rfc9110#9.3.4#c3b54f00	SHOULD	As a result, an origin server SHOULD ignore unrecognized header and trailer fields received in a PUT request (i.e., not save them as part of the resource state)
rfc9110#9.3.4#d09154cb	SHOULD	When a PUT representation is inconsistent with the target resource, the origin server SHOULD either make them consistent, by transforming the representation or 
rfc9110#9.3.4#eb9a321f	MUST	If the target resource does not have a current representation and the PUT successfully creates one, then the origin server MUST inform the user agent by sending
rfc9110#9.3.4#f8e18278	SHOULD	A service that selects a proper URI on behalf of the client, after receiving a state-changing request, SHOULD be implemented using the POST method rather than P
rfc9110#9.3.5#c0a32e29	SHOULD NOT	An origin server SHOULD NOT rely on private agreements to receive content, since participants in HTTP communication are often unaware of intermediaries along th
rfc9110#9.3.5#d305a773	SHOULD NOT	A client SHOULD NOT generate content in a DELETE request unless it is made directly to an origin server that has previously indicated, in or out of band, that s
rfc9110#9.3.5#f6517740	SHOULD	If a DELETE method is successfully applied, the origin server SHOULD send.
rfc9110#9.3.6#0961f1f4	MUST NOT	A server MUST NOT send any Transfer-Encoding or Content-Length header fields in a 2xx (Successful) response to CONNECT.
rfc9110#9.3.6#0d2eb52a	MUST	A tunnel is closed when a tunnel intermediary detects that either side has closed its connection: the intermediary MUST attempt to send any outstanding data tha
rfc9110#9.3.6#3fe91f11	SHOULD	Proxies that support CONNECT SHOULD restrict its use to a limited set of known ports or a configurable list of safe request targets.
rfc9110#9.3.6#42132bc3	MUST	A client MUST ignore any Content-Length or Transfer-Encoding header fields received in a successful response to CONNECT.
rfc9110#9.3.6#adc4d76c	MUST	A server MUST reject a CONNECT request that targets an empty or invalid port number, typically by responding with a 400 (Bad Request) status code.
rfc9110#9.3.6#be513809	MUST	There is no default port; a client MUST send the port number even if the CONNECT request is based on a URI reference that contains an authority component with a
rfc9110#9.3.7#5170c15d	MUST	A client that generates an OPTIONS request containing content MUST send a valid Content-Type header field describing the representation media type.
rfc9110#9.3.7#97eb9d09	SHOULD	A server generating a successful response to OPTIONS SHOULD send any header that might indicate optional features implemented by the server and applicable to th
rfc9110#9.3.7#cd651b5d	MUST NOT	A proxy MUST NOT generate a Max-Forwards header field while forwarding a request unless that request was received with a Max-Forwards field.
rfc9110#9.3.8#520186e6	MUST NOT	A client MUST NOT send content in a TRACE request.
rfc9110#9.3.8#86eed9fc	MUST NOT	A client MUST NOT generate fields in a TRACE request containing sensitive data that might be disclosed by the response.
rfc9110#9.3.8#931bb65a	SHOULD	The final recipient of the request SHOULD exclude any request fields that are likely to contain sensitive data when that recipient generates the response conten
rfc9110#9.3.8#ea8bfd65	SHOULD	The final recipient of the request SHOULD reflect the message received, excluding some fields described below, back to the client as the content of a 200 (OK) r
rfc9126#7.1#2875045d	MUST	The authorization server MUST account for the considerations given in JAR [RFC9101], Section 10.2, clause (d) on request URI entropy.
rfc9126#7.5#83f8e775	SHOULD	Clients SHOULD make use of PKCE [RFC7636], a unique "state" parameter [RFC6749], or the OIDC "nonce" parameter [OIDC] in the pushed Request Object to prevent th
rfc9180#4#989f236a	SHOULD	- DeriveKeyPair(ikm): Deterministic algorithm to derive a key pair (skX, pkX) from the byte string ikm, where ikm SHOULD have at least Nsk bytes of entropy (see
rfc9180#4#9ae7c92e	MUST	If used inside a KEM algorithm, suite_id MUST start with "KEM" and identify this KEM algorithm; if used in the remainder of HPKE, it MUST start with "HPKE" and 
rfc9180#4.1#33c730bf	MUST	Implementations MUST make sure to use the constants (Nh) and function calls (LabeledExtract and LabeledExpand) of the appropriate KDF when implementing DHKEM.
rfc9180#4.1#b88de838	MUST	Senders and recipients MUST validate KEM inputs and outputs as described in Section 7.1.
rfc9180#5#a8fc4e6a	MUST	Future specifications which define new KEMs MUST indicate whether these modes are supported.
rfc9180#5.1#19aa82cd	MUST	That is, if a non-default value is provided for one of them, then the other MUST be set to a non-default value.
rfc9180#5.1#a882ee22	MUST	The psk and psk_id fields MUST appear together or not at all.
rfc9180#5.1#b88de838	MUST	Senders and recipients MUST validate KEM inputs and outputs as described in Section 7.1.
rfc9180#5.1.2#70e4b09b	MUST	The PSK MUST have at least 32 bytes of entropy and SHOULD be of length Nh bytes or longer.
rfc9180#5.1.4#70e4b09b	MUST	The PSK MUST have at least 32 bytes of entropy and SHOULD be of length Nh bytes or longer.
rfc9180#5.2#44c8abb1	MUST NOT	The sender's context MUST NOT be used for decryption.
rfc9180#5.2#6120dd9e	MUST	Implementations MAY use a sequence number that is shorter than the nonce length (padding on the left with zero), but MUST raise an error if the sequence number 
rfc9180#5.2#86d6eb8e	MUST NOT	Similarly, the recipient's context MUST NOT be used for encryption.
rfc9180#5.2#ab3d65b0	MUST	If ContextS.Seal() or ContextR.Open() would cause the seq field to overflow, then the implementation MUST fail with an error.
rfc9180#5.3#f38c1511	MUST	Future specifications that define new KDFs MUST specify a bound for L.
rfc9180#7.1.1#9f11e2dd	MUST	Some deserialized public keys MUST be validated before they can be used.
rfc9180#7.1.2#24d51182	MUST	The SerializePrivateKey() function MUST clamp its output and the DeserializePrivateKey() function MUST clamp its input, where _clamping_ refers to the bitwise o
rfc9180#7.1.2#71e4034c	MUST	If the private key is an integer outside the range [0, order-1], where order is the order of the curve being used, the private key MUST be reduced to its repres
rfc9180#7.1.2#f1150eac	SHOULD	To catch invalid keys early on, implementors of DHKEMs SHOULD check that deserialized private keys are not equivalent to 0 (mod order), where order is the order
rfc9180#7.1.3#4c240f14	SHOULD	For a given KEM, the ikm parameter given to DeriveKeyPair() SHOULD have length at least Nsk, and SHOULD have at least Nsk bytes of entropy.
rfc9180#7.1.4#475b6876	MUST	For X25519 and X448, public keys and Diffie-Hellman outputs MUST be validated as described in [RFC7748].
rfc9180#7.1.4#a9de9f95	MUST	Additionally, senders and recipients MUST ensure the Diffie-Hellman shared secret is not the point at infinity.
rfc9180#7.1.4#bd016b7e	MUST	In particular, recipients MUST check whether the Diffie-Hellman shared secret is the all-zero value and abort if so.
rfc9180#7.1.4#be0de546	MUST	For P-256, P-384, and P-521, senders and recipients MUST perform partial public key validation on all public key inputs, as defined in Section 5.6.2.3.4 of [key
rfc9180#7.1.4#cd4de22a	MUST	The following public keys are subject to validation if the group requires public key validation: the sender MUST validate the recipient's public key pkR; the re
rfc9180#7.1.5#4c88f0ff	MUST	Future specifications that define new KEMs MUST indicate whether or not Auth and AuthPSK modes are supported.
rfc9180#7.1.5#d7b720c5	MUST	Such KEM algorithms MUST specify only one encoding algorithm whose output length is Npk.
rfc9180#7.2.1#405f3472	SHOULD	The RECOMMENDED limit for these values is 64 bytes.
rfc9180#7.2.1#d4f9f2d4	MUST	Future specifications that define new KDFs MUST specify bounds for these variable-length parameters.
rfc9180#9.1.1#e3f89eb6	SHOULD	Applications that require resistance against key-compromise impersonation SHOULD take extra steps to prevent this attack.
rfc9180#9.2#45573986	MUST	In particular, the KEM shared secret MUST be a uniformly random byte string of length Nsecret.
rfc9180#9.2#7dc778b8	MUST	A KEM used within HPKE MUST allow HPKE to satisfy its desired security properties described in Section 9.1.
rfc9180#9.2.3#0eadf23d	MUST NOT	An ikm input to DeriveKeyPair() (Section 7.1.3) MUST NOT be reused elsewhere, in particular not with DeriveKeyPair() of a different KEM.
rfc9180#9.2.3#24a1cccd	MUST NOT	The randomness used in Encap() and AuthEncap() to generate the KEM shared secret or its encapsulation MUST NOT be reused elsewhere.
rfc9180#9.3#9e08edac	SHOULD	The choice of the KDF for HPKE SHOULD be made based on the security level provided by the KEM and, if applicable, by the PSK.
rfc9180#9.3#b92612be	SHOULD	The KDF SHOULD at least have the security level of the KEM and SHOULD at least have the security level provided by the PSK.
rfc9180#9.4#ebf075fb	MUST	All AEADs MUST be IND-CCA2-secure, as is currently true for all AEADs listed in Section 7.3.
rfc9180#9.5#63fe4d1f	MUST	In the PSK and AuthPSK modes, the PSK MUST have at least 32 bytes of entropy and SHOULD be of length Nh bytes or longer.
rfc9180#9.6#821818f9	MUST	Future KEM instantiations MUST ensure, should Extract() and Expand() be used internally, that they can be modeled as functions independent from the invocations 
rfc9180#9.6#fa3b53cd	MUST	It MUST be ensured that inputs to these invocations cannot collide with inputs to the internal invocations of these functions inside Extract() or Expand().
rfc9180#9.7.1#1497e376	MUST	Applications MUST be able to detect when a message has been lost.
rfc9180#9.7.1#3bb6d916	SHOULD	Whatever information is used to determine the ordering of HPKE- encrypted messages SHOULD be included in the associated data passed to ContextS.Seal() and Conte
rfc9180#9.7.1#6f6ca136	MUST	Applications that allow for multiple invocations of Open() / Seal() on the same context MUST enforce the ordering property described above.
rfc9180#9.7.1#8309d533	MUST	The primary requirement that HPKE imposes on applications is the requirement that ciphertexts MUST be presented to ContextR.Open() in the same order in which th
rfc9180#9.7.1#d7c6e0bf	MUST	When an unrecoverable loss is detected, the application MUST discard any associated HPKE context.
rfc9207#2.3#36c3ea0e	MUST	* The server MUST indicate its support for the iss parameter by setting the metadata parameter authorization_response_iss_parameter_supported, defined in Sectio
rfc9207#2.3#46abe43c	MUST	Authorization servers supporting this specification MUST provide their issuer identifier to enable clients to validate the iss parameter effectively.
rfc9207#2.3#4e7c36ff	MUST	* The issuer identifier included in the server's metadata value issuer MUST be identical to the iss parameter's value.
rfc9207#2.4#23e283db	MUST	More precisely, clients that interact with authorization servers supporting OAuth metadata [RFC8414] MUST compare the iss parameter value to the issuer value in
rfc9207#2.4#4d617cf1	MUST	Section 4.1.2 of [RFC6749] already mandates that clients that do not support this specification MUST ignore the unrecognized iss parameter.
rfc9207#2.4#5b3b0b99	MUST	Clients MUST reject authorization responses without the iss parameter from authorization servers that do support the parameter according to the client's configu
rfc9207#2.4#60aec0cc	MUST	In OpenID Connect [OIDC.Core] flows where an ID Token is returned from the authorization endpoint, the value in the iss parameter MUST always be identical to th
rfc9207#2.4#775ccda2	MUST NOT	For error responses, clients MUST NOT assume that the error originates from the intended authorization server.
rfc9207#2.4#79687fa5	MUST	If OAuth metadata is not used, clients MUST use deployment-specific ways (for example, a static configuration) to decide if the returned iss value is the expect
rfc9207#2.4#7d1190b7	MUST	This comparison MUST use simple string comparison as defined in Section 6.2.1 of [RFC3986].
rfc9207#2.4#80c038f5	MUST	Clients that support this specification MUST extract the value of the iss parameter from authorization responses they receive if the parameter is present.
rfc9207#2.4#a124c726	MUST	Clients MUST then decode the value from its "application/x-www-form-urlencoded" form according to Appendix B of [RFC6749] and compare the result to the issuer i
rfc9207#2.4#bc84818a	MUST	If the value does not match the expected issuer identifier, clients MUST reject the authorization response and MUST NOT proceed with the authorization grant.
rfc9207#2.4#c703715f	MUST	If clients interact with both authorization servers supporting this specification and authorization servers not supporting this specification, clients MUST reta
rfc9207#2.4#e55f9874	SHOULD	Clients SHOULD discard authorization responses with the iss parameter from authorization servers that do not indicate their support for the parameter.
rfc9207#4#31c42202	MUST	Clients MUST validate the iss parameter precisely as described in Section 2.4 and MUST NOT allow multiple authorization servers to use the same issuer identifie
rfc9207#4#6e42708b	MUST	In particular, when authorization server details can be manually configured in the client, the client MUST ensure that the accepted iss values are unique for ea
rfc9207#4#7d42938a	MUST	However, if a client receives an authorization response that contains multiple issuer identifiers, the client MUST reject the response if these issuer identifie
rfc9325#3.1.1#08786825	MUST	* Implementations SHOULD support TLS 1.3 [RFC8446] and, if implemented, MUST prefer to negotiate TLS 1.3 over earlier versions of TLS.
rfc9325#3.1.1#26291031	MUST	* Implementations MUST support TLS 1.2 [RFC5246].
rfc9325#3.1.1#2bfce660	MUST	To the extent that an implementation supports TLS 1.2 (even if it defaults to TLS 1.3), it MUST follow the recommendations regarding TLS 1.2 specified in this d
rfc9325#3.1.1#5d9ae16c	MUST NOT	* Implementations MUST NOT negotiate TLS version 1.1 [RFC4346].
rfc9325#3.1.1#63bce1bf	MUST NOT	* Implementations MUST NOT negotiate SSL version 2.
rfc9325#3.1.1#7d9f63a3	MUST NOT	* Implementations MUST NOT negotiate SSL version 3.
rfc9325#3.1.1#8a8cf7e7	MUST NOT	* Implementations MUST NOT negotiate TLS version 1.0 [RFC2246].
rfc9325#3.1.1#9c86711c	MUST	* New transport protocols that integrate the TLS/DTLS handshake protocol and/or record layer MUST use only TLS/DTLS 1.3 (for instance, QUIC [RFC9001] took this 
rfc9325#3.1.1#db8ec92a	MUST	New application protocols that employ TLS/DTLS for channel or session encryption MUST integrate with both TLS/DTLS versions 1.2 and 1.3; nevertheless, in rare c
rfc9325#3.1.2#0b101565	MUST	* Implementations SHOULD support DTLS 1.3 [RFC9147] and, if implemented, MUST prefer to negotiate DTLS version 1.3 over earlier versions of DTLS.
rfc9325#3.1.2#650e7f46	MUST	* Implementations MUST support DTLS 1.2 [RFC6347].
rfc9325#3.1.2#bf4780d0	MUST NOT	* Implementations MUST NOT negotiate DTLS version 1.0 [RFC4347].
rfc9325#3.1.3#c37dac7b	MUST NOT	TLS/DTLS 1.2 clients MUST NOT fall back to earlier TLS versions, since those versions have been deprecated [RFC8996].
rfc9325#3.10#892ee43d	MUST	To paraphrase Appendix E.5, applications MUST avoid this feature unless an explicit specification exists for the application protocol in question to clarify whe
rfc9325#3.2#067a816f	MUST	* HTTP client and server implementations intended for use in the World Wide Web (see Section 5) MUST support the HTTP Strict Transport Security (HSTS) header fi
rfc9325#3.2#45931c08	MUST	When a protocol defines both a dynamic upgrade method and a separate TLS-only method, then the separate TLS-only method MUST be supported by implementations and
rfc9325#3.2#a6f2bec8	SHOULD	Web servers SHOULD use HSTS to indicate that they are willing to accept TLS-only clients, unless they are deployed in such a way that using HSTS would in fact w
rfc9325#3.2#ee6bd007	MUST	When a protocol supports only a dynamic upgrade method, implementations MUST provide a way for administrators to set a strict local policy that forbids use of p
rfc9325#3.3#0dfa13bb	SHOULD NOT	In order to help prevent compression-related attacks (summarized in Section 2.6 of [RFC7457]) when using TLS 1.2, implementations and deployments SHOULD NOT sup
rfc9325#3.4#1f613709	MUST	* For similar reasons, session ticket validity MUST be limited to a reasonable duration (e.g., half as long as ticket-encryption key validity).
rfc9325#3.4#683e1320	SHOULD NOT	Thus, to prevent an attack where the server's ticket- encryption key is stolen and used to decrypt the entire content of a session (negating the concept of forw
rfc9325#3.4#841461cf	MUST	* Ticket-encryption keys MUST be changed regularly, e.g., once every week, so as not to negate the benefits of forward secrecy (see Section 7.3 for details on f
rfc9325#3.4#8ddd37ef	SHOULD	In order to gain forward secrecy, this document recommends that server implementations SHOULD select the "psk_dhe_ke" PSK key exchange mode and respond with a "
rfc9325#3.4#ad3bd2e5	SHOULD	Section 2.2 of [RFC8446] recommends that clients SHOULD send a "key_share" when initiating session resumption.
rfc9325#3.4#b5ae51be	MUST	* A strong cipher MUST be used when encrypting the ticket (at least as strong as the main TLS cipher suite).
rfc9325#3.4#c8dc57b3	MUST	Old ticket- encryption keys MUST be destroyed at the end of the validity period.
rfc9325#3.4#d9a1085e	MUST	When it is used, the resumption information MUST be authenticated and encrypted to prevent modification or eavesdropping by an attacker.
rfc9325#3.5#6a8d835f	MUST	TLS 1.2 clients MUST send renegotiation_info in the Client Hello.
rfc9325#3.5#bb08ea9c	MUST	TLS 1.2 clients and servers MUST implement the renegotiation_info extension, as defined in [RFC5746].
rfc9325#3.5#cddd90a1	MUST	If the server does not acknowledge the extension, the client MUST generate a fatal handshake_failure alert prior to terminating the connection.
rfc9325#3.5#d64bf9e3	MUST	To address this attack, TLS 1.2 implementations MUST support the extended_master_secret extension defined in [RFC7627].
rfc9325#3.6#b17f98f3	SHOULD	Multiplexed protocols SHOULD follow the advice provided for HTTP/2 in Section 9.2.3 of [RFC9113].
rfc9325#3.7#32940a39	SHOULD	| If the server understood the ClientHello extension but does not | recognize the server name, the server SHOULD take one of two | actions: either abort the han
rfc9325#3.7#a15f7f20	SHOULD	Clients SHOULD abort the handshake if the server acknowledges the SNI extension but presents a certificate with a different hostname than the one sent by the cl
rfc9325#3.7#ac40cd76	SHOULD	In order to prevent the attacks described in [ALPACA], a server that does not recognize the presented server name SHOULD NOT continue the handshake and instead 
rfc9325#3.7#bf7c663b	MUST	TLS implementations MUST support the Server Name Indication (SNI) extension defined in Section 3 of [RFC6066] for those higher-level protocols that would benefi
rfc9325#3.8#3825e5c1	SHOULD	Clients SHOULD abort the handshake if the server acknowledges the ALPN extension but does not select a protocol from the client list.
rfc9325#3.8#e43b9111	MUST	| In the event that the server supports no protocols that the client | advertises, then the server SHALL respond with a fatal | 'no_application_protocol' alert.
rfc9325#3.8#edfc5c6a	MUST	TLS implementations (both client- and server-side) MUST support the Application-Layer Protocol Negotiation (ALPN) extension [RFC7301].
rfc9325#3.9#a4853e70	SHOULD	To mitigate this threat, service providers SHOULD ensure that all servers providing the same service provide equivalent levels of security that are consistent w
rfc9325#3.9#d1f5dfe5	SHOULD	In addition, to the extent possible, they SHOULD ensure that multiple services handling the same domain name provide equivalent levels of security that are cons
rfc9325#3.9#e89b8d62	SHOULD	To mitigate this threat, service providers SHOULD deploy ALPN (see Section 3.8).
rfc9325#4.1#1673eb83	SHOULD NOT	* Implementations SHOULD NOT negotiate cipher suites that use algorithms offering less than 128 bits of security.
rfc9325#4.1#27deed6f	SHOULD NOT	Similarly, implementations SHOULD NOT negotiate non-ephemeral Elliptic Curve DH key agreement.
rfc9325#4.1#32e18700	MUST NOT	* Implementations MUST NOT negotiate the cipher suites with NULL encryption.
rfc9325#4.1#4d46301c	MUST NOT	* Implementations MUST NOT negotiate cipher suites offering less than 112 bits of security, including so-called "export-level" encryption (which provides 40 or 
rfc9325#4.1#b62985bb	SHOULD NOT	* Implementations SHOULD NOT negotiate cipher suites based on RSA key transport, a.k.a.
rfc9325#4.1#c6c55bd2	MUST	* Implementations MUST support and prefer to negotiate cipher suites offering forward secrecy.
rfc9325#4.1#d59ee54c	SHOULD NOT	However, TLS 1.2 implementations SHOULD NOT negotiate cipher suites based on ephemeral finite-field Diffie-Hellman key agreement (i.e., "TLS_DHE_*" suites).
rfc9325#4.1#da2d8b86	SHOULD NOT	* Implementations SHOULD NOT negotiate cipher suites based on non- ephemeral (static) finite-field Diffie-Hellman (DH) key agreement.
rfc9325#4.1#fdd46398	MUST NOT	* Implementations MUST NOT negotiate RC4 cipher suites.
rfc9325#4.2#22d16cc6	SHOULD	In addition, to avoid predictable or repeated nonces (which could reveal the long-term signing key), it is RECOMMENDED that implementations implement "determini
rfc9325#4.2#4ff27b6f	SHOULD	Given the foregoing considerations, implementation and deployment of the following cipher suites is RECOMMENDED: * TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256
rfc9325#4.2#662bd624	SHOULD	Given the foregoing considerations, implementation and deployment of the following cipher suites is RECOMMENDED: * TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256
rfc9325#4.2#83bcfbef	SHOULD	When using ECDSA signatures for authentication of TLS peers, it is RECOMMENDED that implementations use the NIST curve P-256.
rfc9325#4.2#8edeabd7	SHOULD	Given the foregoing considerations, implementation and deployment of the following cipher suites is RECOMMENDED: * TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384
rfc9325#4.2#a87caf63	SHOULD NOT	A cipher suite that operates in CBC (cipher block chaining) mode (e.g., TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256) SHOULD NOT be used unless the encrypt_then_mac ex
rfc9325#4.2#ab1c49fe	SHOULD	Given the foregoing considerations, implementation and deployment of the following cipher suites is RECOMMENDED:
rfc9325#4.2#bcd9a929	SHOULD	Given the foregoing considerations, implementation and deployment of the following cipher suites is RECOMMENDED: * TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
rfc9325#4.2.1#15909e51	SHOULD	Clients and servers SHOULD support the NIST P-256 (secp256r1) [RFC8422] and X25519 (x25519) [RFC7748] curves.
