req_id	spec	section	strength	all_strengths	section_title	text
rfc6762#7#5188d2f9	rfc6762	7	SHOULD	SHOULD	Traffic Reduction	If the responder receives additional Known-Answer packets with the TC bit set, it SHOULD extend the delay as necessary to ensure a pause of 400-500 ms after the last such packet before it sends its answer.
rfc6762#7#66842d0a	rfc6762	7	SHOULD	SHOULD	Traffic Reduction	If a host is planning to transmit (or retransmit) a query, and it sees another host on the network send a query containing the same "QM" question, and the Known-Answer Section of that query does not contain any records that this host would not also put in its own Known-Answer Section, then this host SHOULD treat its own query as having been sent.
rfc6762#7#6d3f74be	rfc6762	7	SHOULD	SHOULD	Traffic Reduction	If a host is planning to send an answer, and it sees another host on the network send a response message containing the same answer record, and the TTL in that record is not less than the TTL this host would have given, then this host SHOULD treat its own answer as having been sent, and not also send an identical answer itself.
rfc6762#8#fbe9de3c	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	Whenever a Multicast DNS responder starts up, wakes up from sleep, receives an indication of a network interface "Link Change" event, or has any other reason to believe that its network connectivity may have changed in some relevant way, it MUST perform the two startup steps below: Probing (Section 8.1) and Announcing (Section 8.3).
rfc6762#8#28c617da	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	The first startup step is that, for all those resource records that a Multicast DNS responder desires to be unique on the local link, it MUST send a Multicast DNS query asking for those resource records, to see if any of them are already in use.
rfc6762#8#7da3c14c	rfc6762	8	SHOULD	SHOULD	Probing and Announcing on Startup	All probe queries SHOULD be done using the desired resource record name and class (usually class 1, "Internet"), and query type "ANY" (255), to elicit answers for all types of records with that name.
rfc6762#8#7789f4ba	rfc6762	8	MUST NOT	MUST NOT	Probing and Announcing on Startup	When sending probe queries, a host MUST NOT consult its cache for potential answers.
rfc6762#8#9fc57928	rfc6762	8	SHOULD	SHOULD	Probing and Announcing on Startup	Hence, it is important that when a device receives a probe query for a name that it is currently using, it SHOULD generate its response to defend that name immediately and send it as quickly as possible.
rfc6762#8#5b5a46b8	rfc6762	8	SHOULD	SHOULD	Probing and Announcing on Startup	rules, the probes SHOULD be sent as "QU" questions with the unicast- response bit set, to allow a defending host to respond immediately via unicast, instead of potentially having to wait before replying via multicast.
rfc6762#8#809a129f	rfc6762	8	MUST	MUST,SHOULD	Probing and Announcing on Startup	During probing, from the time the first probe packet is sent until 250 ms after the third probe, if any conflicting Multicast DNS response is received, then the probing host MUST defer to the existing host, and SHOULD choose new names for some or all of its resource records as appropriate.
rfc6762#8#b38f0c3a	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	Apparently conflicting Multicast DNS responses received *before* the first probe packet is sent MUST be silently ignored (see discussion of stale probe packets in Section 8.2, "Simultaneous Probe Tiebreaking", below).
rfc6762#8#85d48824	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	In the case of a host probing using query type "ANY" as recommended above, any answer containing a record with that name, of any type, MUST be considered a conflicting response and handled accordingly.
rfc6762#8#765b2b52	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	If fifteen conflicts occur within any ten-second period, then the host MUST wait at least five seconds before each successive additional probe attempt.
rfc6762#8#c6c64b6a	rfc6762	8	SHOULD	SHOULD	Probing and Announcing on Startup	If a responder knows by other means that its unique resource record set name, rrtype, and rrclass cannot already be in use by any other responder on the network, then it SHOULD skip the probing step for that resource record set.
rfc6762#8#ed571d11	rfc6762	8	SHOULD NOT	SHOULD NOT	Probing and Announcing on Startup	Similarly, if a responder is acting as a proxy, taking over from another Multicast DNS responder that has already verified the uniqueness of the record, then the proxy SHOULD NOT repeat the probing step for those records.
rfc6762#8#98a96f12	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	In the case of resource records containing rdata that is subject to name compression [RFC1035], the names MUST be uncompressed before comparison.
rfc6762#8#6d6ac57e	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	The second startup step is that the Multicast DNS responder MUST send an unsolicited Multicast DNS response containing, in the Answer Section, all of its newly registered resource records (both shared records, and unique records that have completed the probing step).
rfc6762#8#e04d169f	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	The Multicast DNS responder MUST send at least two unsolicited responses, one second apart.
rfc6762#8#7942f317	rfc6762	8	MUST NOT	MUST NOT	Probing and Announcing on Startup	A Multicast DNS responder MUST NOT send announcements in the absence of information that its network connectivity may have changed in some relevant way.
rfc6762#8#877eba59	rfc6762	8	MUST NOT	MUST NOT	Probing and Announcing on Startup	In particular, a Multicast DNS responder MUST NOT send regular periodic announcements as a matter of course.
rfc6762#8#bb363211	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	Whenever a Multicast DNS responder receives any Multicast DNS response (solicited or otherwise) containing a conflicting resource record, the conflict MUST be resolved as described in Section 9, "Conflict Resolution".
rfc6762#8#252899a2	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	At any time, if the rdata of any of a host's Multicast DNS records changes, the host MUST repeat the Announcing step described above to update neighboring caches.
rfc6762#8#a86c586d	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	For example, if any of a host's IP addresses change, it MUST re-announce those address records.
rfc6762#8#496f7339	rfc6762	8	MUST	MUST	Probing and Announcing on Startup	In the case of shared records, a host MUST send a "goodbye" announcement with RR TTL zero (see Section 10.1, "Goodbye Packets") for the old rdata, to cause it to be deleted from peer caches, before announcing the new rdata.
rfc6762#8#8c3c9e9f	rfc6762	8	SHOULD	SHOULD	Probing and Announcing on Startup	In the case of unique records, a host SHOULD omit the "goodbye" announcement, since the cache-flush bit on the newly announced records will cause old rdata to be flushed from peer caches anyway.
rfc6762#8#f04023d1	rfc6762	8	SHOULD NOT	SHOULD NOT	Probing and Announcing on Startup	A host may update the contents of any of its records at any time, though a host SHOULD NOT update records more frequently than ten times per minute.
rfc6762#9#1c6803d0	rfc6762	9	MUST	MUST	Conflict Resolution	Whenever a Multicast DNS responder receives any Multicast DNS response (solicited or otherwise) containing a conflicting resource record in any of the Resource Record Sections, the Multicast DNS responder MUST immediately reset its conflicted unique record to probing state, and go through the startup steps described above in.
rfc6762#9#e18389c2	rfc6762	9	MUST	MUST	Conflict Resolution	The protocol used in the Probing phase will determine a winner and a loser, and the loser MUST cease using the name, and reconfigure.
rfc6762#9#e93dc006	rfc6762	9	MUST	MUST	Conflict Resolution	It is very important that any host receiving a resource record that conflicts with one of its own MUST take action as described above.
rfc6762#10#a67171fa	rfc6762	10	SHOULD	SHOULD	Resource Record TTL Values and Cache Coherency	As a general rule, the recommended TTL value for Multicast DNS resource records with a host name as the resource record's name (e.g., A, AAAA, HINFO) or a host name contained within the resource record's rdata (e.g., SRV, reverse mapping PTR record) SHOULD be 120 seconds.
rfc6762#10#da299b46	rfc6762	10	SHOULD	SHOULD	Resource Record TTL Values and Cache Coherency	In the case where a host knows that certain resource record data is about to become invalid (for example, when the host is undergoing a clean shutdown), the host SHOULD send an unsolicited Multicast DNS.
rfc6762#10#329e2388	rfc6762	10	SHOULD NOT	SHOULD NOT	Resource Record TTL Values and Cache Coherency	Queriers receiving a Multicast DNS response with a TTL of zero SHOULD NOT immediately delete the record from the cache, but instead record a TTL of 1 and then delete the record one second later.
rfc6762#10#36f75562	rfc6762	10	MUST	MUST	Resource Record TTL Values and Cache Coherency	In cases where the host has not been continuously connected and participating on the network link, it MUST first probe to re-verify uniqueness of its unique records, as described above in Section 8.1, "Probing".
rfc6762#10#a447b51d	rfc6762	10	MUST	MUST	Resource Record TTL Values and Cache Coherency	Having completed the Probing step, if necessary, the host MUST then send a series of unsolicited announcements to update cache entries in its neighbor hosts.
rfc6762#10#1f89279b	rfc6762	10	MUST	MUST	Resource Record TTL Values and Cache Coherency	Any time a host sends a response packet containing some members of a unique RRSet, it MUST send the entire RRSet, preferably in a single packet, or if the entire RRSet will not fit in a single packet, in a quick burst of packets sent as close together as possible.
rfc6762#10#b544ec6b	rfc6762	10	MUST	MUST	Resource Record TTL Values and Cache Coherency	The host MUST set the cache-flush bit on all members of the unique RRSet.
rfc6762#10#f5a20618	rfc6762	10	MUST NOT	MUST NOT	Resource Record TTL Values and Cache Coherency	The cache-flush bit MUST NOT be set in any resource records in a response message sent in legacy unicast responses to UDP ports other than 5353.
rfc6762#10#8969479e	rfc6762	10	MUST NOT	MUST NOT	Resource Record TTL Values and Cache Coherency	The cache-flush bit MUST NOT be set in any resource records in the Known-Answer list of any query message.
rfc6762#10#7b095952	rfc6762	10	MUST NOT	MUST NOT	Resource Record TTL Values and Cache Coherency	The cache-flush bit MUST NOT ever be set in any shared resource record.
rfc6762#10#ee839dfb	rfc6762	10	MUST	MUST	Resource Record TTL Values and Cache Coherency	When the cache receives this hint that it should reconfirm some record, it MUST issue two or more queries for the resource record in dispute.
rfc6762#10#e17ab41b	rfc6762	10	SHOULD	SHOULD	Resource Record TTL Values and Cache Coherency	If no response is received within ten seconds, then, even though its TTL may indicate that it is not yet due to expire, that record SHOULD be promptly flushed from the cache.
rfc6762#10#5ece566e	rfc6762	10	SHOULD	SHOULD	Resource Record TTL Values and Cache Coherency	After seeing two or more of these queries, and seeing no multicast response containing the expected answer within ten seconds, then even though its TTL may indicate that it is not yet due to expire, that record SHOULD be flushed from the cache.
rfc6762#10#afd7ece8	rfc6762	10	SHOULD NOT	SHOULD NOT	Resource Record TTL Values and Cache Coherency	The host SHOULD NOT perform its own queries to reconfirm that the record is truly gone.
rfc6762#11#aea1ebef	rfc6762	11	SHOULD	SHOULD	Source Address Check	All Multicast DNS responses (including responses sent via unicast) SHOULD be sent with IP TTL set to 255.
rfc6762#11#8a3c6cad	rfc6762	11	MUST	MUST	Source Address Check	A host sending Multicast DNS queries to a link-local destination address (including the 224.0.0.251 and FF02::FB link-local multicast addresses) MUST only accept responses to that query that originate from the local link, and silently discard any other response packets.
rfc6762#11#2886ac60	rfc6762	11	SHOULD	SHOULD	Source Address Check	Since queriers will ignore responses apparently originating outside the local subnet, a responder SHOULD avoid generating responses that it can reasonably predict will be ignored.
rfc6762#11#8d522e35	rfc6762	11	SHOULD	SHOULD	Source Address Check	If a responder receives a query addressed to the mDNS IPv4 link-local multicast address 224.0.0.251, from a source address not apparently on the same subnet as the responder (or, in the case of IPv6, from a source IPv6 address for which the responder does not have any address with the same prefix on that interface), then even if the query indicates that a unicast response is preferred (see Section 5.4, "Questions Requesting Unicast Responses"), the responder SHOULD elect to respond by multicast anyway, since it can reasonably predict that a unicast response with an apparently non-local source address will probably be ignored.
rfc6762#13#84d163b5	rfc6762	13	SHOULD	SHOULD	Enabling and Disabling Multicast DNS	The option to fail-over to Multicast DNS for names not ending in ".local." SHOULD be a user-configured option, and SHOULD be disabled by default because of the possible security issues related to unintended local resolution of apparently global names.
rfc6762#14#61f6d984	rfc6762	14	SHOULD	SHOULD	Considerations for Multiple Interfaces	A host SHOULD defend its dot-local host name on all active interfaces on which it is answering Multicast DNS queries.
rfc6762#14#d016bba6	rfc6762	14	MUST	MUST	Considerations for Multiple Interfaces	Except in the case of proxying and other similar specialized uses, addresses in IPv4 or IPv6 address records in Multicast DNS responses MUST be valid for use on the interface on which the response is being sent.
rfc6762#15#a866cfff	rfc6762	15	SHOULD	SHOULD	Considerations for Multiple Responders on the Same Machine	For this reason, all Multicast DNS implementations SHOULD use the SO_REUSEPORT and/or SO_REUSEADDR options (or equivalent as appropriate for the operating system in question) so they will all be able to bind to UDP port 5353 and receive incoming multicast packets addressed to that port.
rfc6762#16#99b0d57f	rfc6762	16	MUST	MUST	Multicast DNS Character Set	Accordingly, it adopts the simple obvious elegant solution: all names in Multicast DNS MUST be encoded as precomposed UTF-8 [RFC3629] "Net-Unicode" [RFC5198] text.
rfc6762#16#0d856106	rfc6762	16	MUST NOT	MUST NOT	Multicast DNS Character Set	Multicast DNS names MUST NOT contain a "Byte Order Mark".
rfc6762#16#ebd4e528	rfc6762	16	MUST	MUST	Multicast DNS Character Set	Any occurrence of the Unicode character U+FEFF at the start or anywhere else in a Multicast DNS name MUST be interpreted as being an actual intended part of the name, representing (just as for any other legal unicode value) an actual literal instance of that character (in this case a zero-width non- breaking space character).
rfc6762#16#59888e0f	rfc6762	16	MUST NOT	MUST NOT	Multicast DNS Character Set	Multicast DNS implementations MUST NOT use any other encodings apart from precomposed UTF-8 (US-ASCII being considered a compatible subset of UTF-8).
rfc6762#17#39049932	rfc6762	17	SHOULD	SHOULD	Multicast DNS Message Size	In the case of a single Multicast DNS resource record that is too large to fit in a single MTU-sized multicast response packet, a Multicast DNS responder SHOULD send the resource record alone, in a single IP datagram, using multiple IP fragments.
rfc6762#17#6d39c36f	rfc6762	17	SHOULD	SHOULD	Multicast DNS Message Size	Resource records this large SHOULD be avoided, except in the very rare cases where they really are the appropriate solution to the problem at hand.
rfc6762#17#6ad4b28c	rfc6762	17	SHOULD NOT	SHOULD NOT	Multicast DNS Message Size	Implementers should be aware that many simple devices do not reassemble fragmented IP datagrams, so large resource records SHOULD NOT be used except in specialized cases where the implementer knows.
rfc6762#17#efb4739f	rfc6762	17	MUST NOT	MUST NOT	Multicast DNS Message Size	A Multicast DNS packet larger than the interface MTU, which is sent using fragments, MUST NOT contain more than one resource record.
rfc6762#17#487b4b69	rfc6762	17	MUST NOT	MUST NOT	Multicast DNS Message Size	Even when fragmentation is used, a Multicast DNS packet, including IP and UDP headers, MUST NOT exceed 9000 bytes.
rfc6762#18#4e7bfec2	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	Multicast DNS implementations SHOULD listen for unsolicited responses issued by hosts booting up (or waking up from sleep or otherwise joining the network).
rfc6762#18#a03eb3a7	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	Since these unsolicited responses may contain a useful answer to a question for which the querier is currently awaiting an answer, Multicast DNS implementations SHOULD examine all received Multicast DNS response messages for useful answers, without regard to the contents of the ID field or the Question Section.
rfc6762#18#a32f1553	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	In multicast query messages, the Query Identifier SHOULD be set to zero on transmission.
rfc6762#18#6b91970e	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In multicast responses, including unsolicited multicast responses, the Query Identifier MUST be set to zero on transmission, and MUST be ignored on reception.
rfc6762#18#3f8ddbe3	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In legacy unicast response messages generated specifically in response to a particular (unicast or multicast) query, the Query Identifier MUST match the ID from the query message.
rfc6762#18#61aec699	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In query messages the QR bit MUST be zero.
rfc6762#18#f452e378	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In response messages the QR bit MUST be one.
rfc6762#18#47b6704e	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In both multicast query and multicast response messages, the OPCODE MUST be zero on transmission (only standard queries are currently supported over multicast).
rfc6762#18#21dd390b	rfc6762	18	MUST	MUST	Multicast DNS Message Format	Multicast DNS messages received with an OPCODE other than zero MUST be silently ignored.
rfc6762#18#f5d85b4b	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In query messages, the Authoritative Answer bit MUST be zero on transmission, and MUST be ignored on reception.
rfc6762#18#d940142f	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In response messages for Multicast domains, the Authoritative Answer bit MUST be set to one (not setting this bit would imply there's some other place where "better" information may be found) and MUST be ignored on reception.
rfc6762#18#39d0b777	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	A responder SHOULD record this fact, and wait for those additional Known-Answer records, before deciding whether to respond.
rfc6762#18#7f50a640	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In multicast response messages, the TC bit MUST be zero on transmission, and MUST be ignored on reception.
rfc6762#18#842fb80d	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	In legacy unicast response messages, the TC bit has the same meaning as in conventional Unicast DNS: it means that the response was too large to fit in a single packet, so the querier SHOULD reissue its query using TCP in order to receive the larger response.
rfc6762#18#74318682	rfc6762	18	MUST	MUST,SHOULD	Multicast DNS Message Format	In both multicast query and multicast response messages, the Recursion Desired bit SHOULD be zero on transmission, and MUST be ignored on reception.
rfc6762#18#0c766fab	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In both multicast query and multicast response messages, the Recursion Available bit MUST be zero on transmission, and MUST be ignored on reception.
rfc6762#18#84c4271a	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In both query and response messages, the Zero bit MUST be zero on transmission, and MUST be ignored on reception.
rfc6762#18#1a0cd76a	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In both multicast query and multicast response messages, the Authentic Data bit [RFC2535] MUST be zero on transmission, and MUST be ignored on reception.
rfc6762#18#f2f2da01	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In both multicast query and multicast response messages, the Checking Disabled bit [RFC2535] MUST be zero on transmission, and MUST be ignored on reception.
rfc6762#18#5fd07bd3	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In both multicast query and multicast response messages, the Response Code MUST be zero on transmission.
rfc6762#18#760a44ee	rfc6762	18	MUST	MUST	Multicast DNS Message Format	Multicast DNS messages received with non-zero Response Codes MUST be silently ignored.
rfc6762#18#6c0a4e3d	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	When generating Multicast DNS messages, implementations SHOULD use name compression wherever possible to compress the names of resource records, by replacing some or all of the resource record name with a compact two-byte reference to an appearance of that data somewhere earlier in the message [RFC1035].
rfc6762#18#270ba714	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	When a query contains more than one question, successive questions in the same message often contain similar names, and consequently name compression SHOULD be used, to save bytes.
rfc6762#18#7ff2571a	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	In addition, queries may also contain Known Answers in the Answer Section, or probe tiebreaking data in the Authority Section, and these names SHOULD similarly be compressed for network efficiency.
rfc6762#18#f539bc8c	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	In addition to compressing the *names* of resource records, names that appear within the *rdata* of the following rrtypes SHOULD also be compressed in all Multicast DNS messages:
rfc6762#18#5d11c972	rfc6762	18	MUST NOT	MUST NOT	Multicast DNS Message Format	Until future IETF Standards Action [RFC5226] specifying that names in the rdata of other types should be compressed, names that appear within the rdata of any type not listed above MUST NOT be compressed.
rfc6762#18#66d56f37	rfc6762	18	MUST	MUST	Multicast DNS Message Format	Implementations receiving Multicast DNS messages MUST correctly decode compressed names appearing in the Question Section, and compressed names of resource records appearing in other sections.
rfc6762#18#c802aa93	rfc6762	18	MUST	MUST	Multicast DNS Message Format	In addition, implementations MUST correctly decode compressed names appearing within the *rdata* of the rrtypes listed above.
rfc6762#18#b326922e	rfc6762	18	SHOULD	SHOULD	Multicast DNS Message Format	Where possible, implementations SHOULD also correctly decode compressed names appearing within the *rdata* of other rrtypes known to the implementers at the time of implementation, because such forward- thinking planning helps facilitate the deployment of future implementations that may have reason to compress those rrtypes.
rfc6762#18#2cc65c39	rfc6762	18	MUST	MUST	Multicast DNS Message Format	Since all Multicast DNS implementations were created after 1996, all Multicast DNS implementations are REQUIRED to decode compressed SRV records correctly.
rfc6762#18#49843aa7	rfc6762	18	MUST NOT	MUST NOT	Multicast DNS Message Format	In legacy unicast responses generated to answer legacy queries, name compression MUST NOT be performed on SRV records.
rfc6762#21#7c7610b6	rfc6762	21	MUST NOT	MUST NOT	Security Considerations	To avoid this, a host MUST NOT append the search suffix ".local.", if present, to any relative (partially qualified) host name containing two or more labels.
rfc6762#22#9d8f2a83	rfc6762	22	SHOULD	SHOULD	IANA Considerations	Since there is no central authority responsible for assigning dot-local names, and all devices on the local network are equally entitled to claim any dot-local name, users SHOULD be.
rfc6762#22#dc71eec9	rfc6762	22	SHOULD	SHOULD	IANA Considerations	aware of this and SHOULD exercise appropriate caution.
rfc6762#22#3480affe	rfc6762	22	SHOULD	SHOULD	IANA Considerations	In an untrusted or unfamiliar network environment, users SHOULD be aware that using a name like "www.local" may not actually connect them to the web site they expected, and could easily connect them to a different web page, or even a fake or spoof of their intended web site, designed to trick them into revealing confidential information.
rfc6762#22#b2d124e8	rfc6762	22	SHOULD	SHOULD,SHOULD NOT	IANA Considerations	Name resolution APIs and libraries SHOULD recognize these names as special and SHOULD NOT send queries for these names to their configured (unicast) caching DNS server(s).
rfc6762#22#b446f8e8	rfc6762	22	SHOULD	SHOULD,SHOULD NOT	IANA Considerations	Caching DNS servers SHOULD recognize these names as special and SHOULD NOT attempt to look up NS records for them, or otherwise query authoritative DNS servers in an attempt to resolve these names.
rfc6762#22#cdc444de	rfc6762	22	SHOULD	SHOULD	IANA Considerations	Instead, caching DNS servers SHOULD generate immediate NXDOMAIN responses for all such queries they may receive (from misbehaving name resolver libraries).
rfc6762#22#1f1a068b	rfc6762	22	SHOULD	SHOULD,SHOULD NOT	IANA Considerations	Authoritative DNS servers SHOULD NOT by default be configurable to answer queries for these names, and, like caching DNS servers, SHOULD generate immediate NXDOMAIN responses for all such queries they may receive.
rfc6762#22#68d88bfa	rfc6762	22	SHOULD NOT	SHOULD NOT	IANA Considerations	6. DNS server operators SHOULD NOT attempt to configure authoritative DNS servers to act as authoritative for any of these names.
rfc6762#22#6ec79694	rfc6762	22	SHOULD	SHOULD,SHOULD NOT	IANA Considerations	Since name resolver libraries and caching DNS servers SHOULD NOT send queries for those names (see 3 and 4 above), such queries SHOULD be suppressed before they even reach the authoritative DNS server in question, and consequently it will not even get an opportunity to answer them.
rfc6762#22#a2b7a74a	rfc6762	22	MUST NOT	MUST NOT	IANA Considerations	7. DNS Registrars MUST NOT allow any of these names to be registered in the normal way to any person or entity.
rfc6797#6.1#4f4c1ccc	rfc6797	6.1	MUST	MUST	Strict-Transport-Security HTTP Response Header Field	The Strict-Transport-Security HTTP response header field (STS header field) indicates to a UA that it MUST enforce the HSTS Policy in regards to the host emitting the response message containing this header field.
rfc6797#6.1#3d41e45f	rfc6797	6.1	MUST	MUST	Strict-Transport-Security HTTP Response Header Field	All directives MUST appear only once in an STS header field.
rfc6797#6.1#47df6371	rfc6797	6.1	MUST	MUST	Strict-Transport-Security HTTP Response Header Field	4. UAs MUST ignore any STS header field containing directives, or other header field value data, that does not conform to the syntax defined in this specification.
rfc6797#6.1#e2287ec6	rfc6797	6.1	MUST	MUST	Strict-Transport-Security HTTP Response Header Field	If an STS header field contains directive(s) not recognized by the UA, the UA MUST ignore the unrecognized directives, and if the STS header field otherwise satisfies the above requirements (1 through 4), the UA MUST process the recognized directives.
rfc6797#6.1.1#d29e0b3c	rfc6797	6.1.1	MUST	MUST	The max-age Directive	The REQUIRED "max-age" directive specifies the number of seconds, after the reception of the STS header field, during which the UA regards the host (from whom the message was received) as a Known HSTS Host.
rfc6797#6.1.1#e1e8802b	rfc6797	6.1.1	MUST	MUST	The max-age Directive	The syntax of the max-age directive's REQUIRED value (after quoted-string unescaping, if necessary) is defined as:
rfc6797#7.1#64c340e6	rfc6797	7.1	MUST	MUST,SHOULD	HTTP-over-Secure-Transport Request Type	When replying to an HTTP request that was conveyed over a secure transport, an HSTS Host SHOULD include in its response message an STS header field that MUST satisfy the grammar specified above in Section 6.1 ("Strict-Transport-Security HTTP Response Header Field").
rfc6797#7.1#221de30c	rfc6797	7.1	MUST	MUST	HTTP-over-Secure-Transport Request Type	If an STS header field is included, the HSTS Host MUST include only one such header field.
rfc6797#7.2#8f84a49d	rfc6797	7.2	SHOULD	SHOULD	HTTP Request Type	If an HSTS Host receives an HTTP request message over a non-secure transport, it SHOULD send an HTTP response message containing a status code indicating a permanent redirect, such as status code 301 (Section 10.3.2 of [RFC2616]), and a Location header field value containing either the HTTP request's original Effective Request URI (see Section 9 ("Constructing an Effective Request URI")) altered as necessary to have a URI scheme of "https", or a URI generated according to local policy with a URI scheme of "https".
rfc6797#7.2#0b5e12da	rfc6797	7.2	MUST NOT	MUST NOT	HTTP Request Type	An HSTS Host MUST NOT include the STS header field in HTTP responses conveyed over non-secure transport.
rfc6797#8#4011df0d	rfc6797	8	MUST	MUST	User Agent Processing Model	If an HTTP response, received over a secure transport, includes an STS header field, conforming to the grammar specified in Section 6.1 ("Strict-Transport-Security HTTP Response Header Field"), and there are no underlying secure transport errors or warnings (see Section 8.4), the UA MUST either:
rfc6797#8#08bdc0e6	rfc6797	8	MUST	MUST	User Agent Processing Model	If an HTTP response, received over a secure transport, includes an STS header field, conforming to the grammar specified in Section 6.1 ("Strict-Transport-Security HTTP Response Header Field"), and there are no underlying secure transport errors or warnings (see Section 8.4), the UA MUST either: o Note the host as a Known HSTS Host if it is not already so noted (see Section 8.1.1 ("Noting an HSTS Host - Storage Model")),
rfc6797#8#dc10226b	rfc6797	8	MUST	MUST	User Agent Processing Model	If an HTTP response, received over a secure transport, includes an STS header field, conforming to the grammar specified in Section 6.1 ("Strict-Transport-Security HTTP Response Header Field"), and there are no underlying secure transport errors or warnings (see Section 8.4), the UA MUST either: o Update the UA's cached information for the Known HSTS Host if either or both of the max-age and includeSubDomains header field value tokens are conveying information different than that already maintained by the UA.
rfc6797#8#f4592cf3	rfc6797	8	MUST	MUST,MUST NOT	User Agent Processing Model	If the max-age header field value token has a value of zero, the UA MUST remove its cached HSTS Policy information (including the includeSubDomains directive, if asserted) if the HSTS Host is known, or the UA MUST NOT note this HSTS Host if it is not yet known.
rfc6797#8#f998ccb3	rfc6797	8	MUST	MUST	User Agent Processing Model	If a UA receives more than one STS header field in an HTTP response message over secure transport, then the UA MUST process only the first such header field.
rfc6797#8#d2f10f43	rfc6797	8	MUST	MUST	User Agent Processing Model	o If an HTTP response is received over insecure transport, the UA MUST ignore any present STS header field(s).
rfc6797#8#cdad726c	rfc6797	8	MUST	MUST	User Agent Processing Model	o The UA MUST ignore any STS header fields not conforming to the grammar specified in Section 6.1 ("Strict-Transport-Security HTTP Response Header Field").
rfc6797#8.1.1#9d813be5	rfc6797	8.1.1	MUST NOT	MUST NOT	Noting an HSTS Host - Storage Model	If the substring matching the host production from the Request-URI (of the message to which the host responded) syntactically matches the IP-literal or IPv4address productions from Section 3.2.2 of [RFC3986], then the UA MUST NOT note this host as a Known HSTS Host.
rfc6797#8.1.1#1829b533	rfc6797	8.1.1	MUST	MUST	Noting an HSTS Host - Storage Model	Otherwise, if the substring does not congruently match a Known HSTS Host's domain name, per the matching procedure specified in Section 8.2 ("Known HSTS Host Domain Name Matching"), then the UA MUST note this host as a Known HSTS Host, caching the HSTS Host's domain name and noting along with it the expiry time of this information, as effectively stipulated per the given max-age value, as well as whether the includeSubDomains directive is asserted or not.
rfc6797#8.1.1#2b0780c2	rfc6797	8.1.1	MUST NOT	MUST NOT	Noting an HSTS Host - Storage Model	The UA MUST NOT modify the expiry time or the includeSubDomains directive of any superdomain matched Known HSTS Host.
rfc6797#8.1.1#6756ddec	rfc6797	8.1.1	MUST	MUST	Noting an HSTS Host - Storage Model	The UA MUST evict all expired Known HSTS Hosts from its cache if, at any time, an expired Known HSTS Host exists in the cache.
rfc6797#8.3#d4c86b4f	rfc6797	8.3	MUST	MUST	URI Loading and Port Mapping	Whenever the UA prepares to "load" (also known as "dereference") any "http" URI [RFC3986] (including when following HTTP redirects [RFC2616]), the UA MUST first determine whether a domain name is given in the URI and whether it matches a Known HSTS Host, using these steps:
rfc6797#8.3#e8b53202	rfc6797	8.3	MUST	MUST	URI Loading and Port Mapping	Whenever the UA prepares to "load" (also known as "dereference") any "http" URI [RFC3986] (including when following HTTP redirects [RFC2616]), the UA MUST first determine whether a domain name is given in the URI and whether it matches a Known HSTS Host, using these steps: 1. Extract from the URI any substring described by the host component of the authority component of the URI.
rfc6797#8.3#57d5f566	rfc6797	8.3	MUST	MUST	URI Loading and Port Mapping	Whenever the UA prepares to "load" (also known as "dereference") any "http" URI [RFC3986] (including when following HTTP redirects [RFC2616]), the UA MUST first determine whether a domain name is given in the URI and whether it matches a Known HSTS Host, using these steps: 2. If the substring is null, then there is no match with any Known HSTS Host.
